Station,Measurement,Messgrösse,Messwert,Einheit,Retrieved
Bunthaus,08.10.2025 16:00,Trübung,14.8,FNU,2025-10-08T19:00:56.850877Z
Bunthaus,08.10.2025 16:00,Sauerstoffsättigung,100.5,%,2025-10-08T19:00:56.850877Z
Bunthaus,08.10.2025 16:00,pH-Wert,8.1,ohne,2025-10-08T19:00:56.850877Z
Bunthaus,08.10.2025 16:00,Wassertemperatur,13.1,°C,2025-10-08T19:00:56.850877Z
Blankenese,08.10.2025 16:00,Sauerstoffsättigung,63.6,%,2025-10-08T19:00:57.770646Z
Blankenese,08.10.2025 16:00,pH-Wert,7.7,ohne,2025-10-08T19:00:57.770646Z
Blankenese,08.10.2025 16:00,Wassertemperatur,14.5,°C,2025-10-08T19:00:57.770646Z
Blankenese,08.10.2025 16:00,Sauerstoffkonzentration,6.4,mg/l,2025-10-08T19:00:57.770646Z
Blankenese,08.10.2025 16:00,Trübung,161.9,FNU,2025-10-08T19:00:57.770646Z
Bunthaus,08.10.2025 15:20,Chlorophyll Grünalgen,29.9,µg/l,2025-10-08T22:00:50.836470Z
Bunthaus,08.10.2025 15:20,Chlorophyll (gesamt),65.3,µg/l,2025-10-08T22:00:50.836470Z
Bunthaus,08.10.2025 15:20,Chlorophyll Kieselalgen,29.8,µg/l,2025-10-08T22:00:50.836470Z
Bunthaus,08.10.2025 16:00,Sauerstoffkonzentration,10.5,mg/l,2025-10-08T22:00:50.836470Z
Bunthaus,08.10.2025 16:00,Trübung,14.8,FNU,2025-10-08T22:00:50.836470Z
Bunthaus,08.10.2025 16:00,Sauerstoffsättigung,100.5,%,2025-10-08T22:00:50.836470Z
Bunthaus,08.10.2025 16:00,pH-Wert,8.1,ohne,2025-10-08T22:00:50.836470Z
Bunthaus,08.10.2025 16:00,Wassertemperatur,13.1,°C,2025-10-08T22:00:50.836470Z
Blankenese,08.10.2025 16:00,Sauerstoffsättigung,63.6,%,2025-10-08T22:00:51.754116Z
Blankenese,08.10.2025 16:00,pH-Wert,7.7,ohne,2025-10-08T22:00:51.754116Z
Blankenese,08.10.2025 16:00,Wassertemperatur,14.5,°C,2025-10-08T22:00:51.754116Z
Blankenese,08.10.2025 16:00,Sauerstoffkonzentration,6.4,mg/l,2025-10-08T22:00:51.754116Z
Blankenese,08.10.2025 16:00,Trübung,161.9,FNU,2025-10-08T22:00:51.754116Z
Bunthaus,08.10.2025 15:20,Chlorophyll Grünalgen,29.9,µg/l,2025-10-09T01:00:56.962842Z
Bunthaus,08.10.2025 15:20,Chlorophyll (gesamt),65.3,µg/l,2025-10-09T01:00:56.962842Z
Bunthaus,08.10.2025 15:20,Chlorophyll Kieselalgen,29.8,µg/l,2025-10-09T01:00:56.962842Z
Bunthaus,08.10.2025 16:00,Sauerstoffkonzentration,10.5,mg/l,2025-10-09T01:00:56.962842Z
Bunthaus,08.10.2025 16:00,Trübung,14.8,FNU,2025-10-09T01:00:56.962842Z
Bunthaus,08.10.2025 16:00,Sauerstoffsättigung,100.5,%,2025-10-09T01:00:56.962842Z
Bunthaus,08.10.2025 16:00,pH-Wert,8.1,ohne,2025-10-09T01:00:56.962842Z
Bunthaus,08.10.2025 16:00,Wassertemperatur,13.1,°C,2025-10-09T01:00:56.962842Z
Blankenese,08.10.2025 16:00,Sauerstoffsättigung,63.6,%,2025-10-09T01:00:57.878952Z
Blankenese,08.10.2025 16:00,pH-Wert,7.7,ohne,2025-10-09T01:00:57.878952Z
Blankenese,08.10.2025 16:00,Wassertemperatur,14.5,°C,2025-10-09T01:00:57.878952Z
Blankenese,08.10.2025 16:00,Sauerstoffkonzentration,6.4,mg/l,2025-10-09T01:00:57.878952Z
Blankenese,08.10.2025 16:00,Trübung,161.9,FNU,2025-10-09T01:00:57.878952Z
Bunthaus,08.10.2025 15:20,Chlorophyll Grünalgen,29.9,µg/l,2025-10-09T04:01:21.925717Z
Bunthaus,08.10.2025 15:20,Chlorophyll (gesamt),65.3,µg/l,2025-10-09T04:01:21.925717Z
Bunthaus,08.10.2025 15:20,Chlorophyll Kieselalgen,29.8,µg/l,2025-10-09T04:01:21.925717Z
Bunthaus,08.10.2025 16:00,Sauerstoffkonzentration,10.5,mg/l,2025-10-09T04:01:21.925717Z
Bunthaus,08.10.2025 16:00,Trübung,14.8,FNU,2025-10-09T04:01:21.925717Z
Bunthaus,08.10.2025 16:00,Sauerstoffsättigung,100.5,%,2025-10-09T04:01:21.925717Z
Bunthaus,08.10.2025 16:00,pH-Wert,8.1,ohne,2025-10-09T04:01:21.925717Z
Bunthaus,08.10.2025 16:00,Wassertemperatur,13.1,°C,2025-10-09T04:01:21.925717Z
Blankenese,08.10.2025 16:00,Sauerstoffsättigung,63.6,%,2025-10-09T04:01:23.109664Z
Blankenese,08.10.2025 16:00,pH-Wert,7.7,ohne,2025-10-09T04:01:23.109664Z
Blankenese,08.10.2025 16:00,Wassertemperatur,14.5,°C,2025-10-09T04:01:23.109664Z
Blankenese,08.10.2025 16:00,Sauerstoffkonzentration,6.4,mg/l,2025-10-09T04:01:23.109664Z
Blankenese,08.10.2025 16:00,Trübung,161.9,FNU,2025-10-09T04:01:23.109664Z
Bunthaus,09.10.2025 06:40,Chlorophyll Kieselalgen,14.6,µg/l,2025-10-09T07:00:45.981992Z
Bunthaus,09.10.2025 06:40,Chlorophyll Grünalgen,21.1,µg/l,2025-10-09T07:00:45.981992Z
Bunthaus,09.10.2025 06:40,Chlorophyll (gesamt),41.4,µg/l,2025-10-09T07:00:45.981992Z
Bunthaus,09.10.2025 07:00,Wassertemperatur,13.4,°C,2025-10-09T07:00:45.981992Z
Bunthaus,09.10.2025 07:00,pH-Wert,7.8,ohne,2025-10-09T07:00:45.981992Z
Bunthaus,09.10.2025 07:00,Sauerstoffkonzentration,8.8,mg/l,2025-10-09T07:00:45.981992Z
Bunthaus,09.10.2025 07:00,Trübung,19.4,FNU,2025-10-09T07:00:45.981992Z
Bunthaus,09.10.2025 07:00,Sauerstoffsättigung,84.9,%,2025-10-09T07:00:45.981992Z
Blankenese,09.10.2025 07:00,Wassertemperatur,14.4,°C,2025-10-09T07:00:46.280717Z
Blankenese,09.10.2025 07:00,Trübung,47.1,FNU,2025-10-09T07:00:46.280717Z
Blankenese,09.10.2025 07:00,Sauerstoffsättigung,62.6,%,2025-10-09T07:00:46.280717Z
Blankenese,09.10.2025 07:00,Sauerstoffkonzentration,6.3,mg/l,2025-10-09T07:00:46.280717Z
Blankenese,09.10.2025 07:00,pH-Wert,7.7,ohne,2025-10-09T07:00:46.280717Z
Bunthaus,09.10.2025 06:40,Chlorophyll Kieselalgen,14.6,µg/l,2025-10-09T10:00:41.394243Z
Bunthaus,09.10.2025 06:40,Chlorophyll Grünalgen,21.1,µg/l,2025-10-09T10:00:41.394243Z
Bunthaus,09.10.2025 06:40,Chlorophyll (gesamt),41.4,µg/l,2025-10-09T10:00:41.394243Z
Bunthaus,09.10.2025 07:00,Wassertemperatur,13.4,°C,2025-10-09T10:00:41.394243Z
Bunthaus,09.10.2025 07:00,pH-Wert,7.8,ohne,2025-10-09T10:00:41.394243Z
Bunthaus,09.10.2025 07:00,Sauerstoffkonzentration,8.8,mg/l,2025-10-09T10:00:41.394243Z
Bunthaus,09.10.2025 07:00,Trübung,19.4,FNU,2025-10-09T10:00:41.394243Z
Bunthaus,09.10.2025 07:00,Sauerstoffsättigung,84.9,%,2025-10-09T10:00:41.394243Z
Blankenese,09.10.2025 07:00,Wassertemperatur,14.4,°C,2025-10-09T10:00:41.947077Z
Blankenese,09.10.2025 07:00,Trübung,47.1,FNU,2025-10-09T10:00:41.947077Z
Blankenese,09.10.2025 07:00,Sauerstoffsättigung,62.6,%,2025-10-09T10:00:41.947077Z
Blankenese,09.10.2025 07:00,Sauerstoffkonzentration,6.3,mg/l,2025-10-09T10:00:41.947077Z
Blankenese,09.10.2025 07:00,pH-Wert,7.7,ohne,2025-10-09T10:00:41.947077Z
Bunthaus,09.10.2025 11:00,Chlorophyll Grünalgen,24.5,µg/l,2025-10-09T13:00:53.359322Z
Bunthaus,09.10.2025 11:00,Chlorophyll (gesamt),54.0,µg/l,2025-10-09T13:00:53.359322Z
Bunthaus,09.10.2025 11:00,Chlorophyll Kieselalgen,24.2,µg/l,2025-10-09T13:00:53.359322Z
Bunthaus,09.10.2025 12:00,Trübung,13.0,FNU,2025-10-09T13:00:53.359322Z
Bunthaus,09.10.2025 12:00,Sauerstoffkonzentration,10.2,mg/l,2025-10-09T13:00:53.359322Z
Bunthaus,09.10.2025 12:00,Sauerstoffsättigung,97.9,%,2025-10-09T13:00:53.359322Z
Bunthaus,09.10.2025 12:00,Wassertemperatur,13.2,°C,2025-10-09T13:00:53.359322Z
Bunthaus,09.10.2025 12:00,pH-Wert,8.0,ohne,2025-10-09T13:00:53.359322Z
Blankenese,09.10.2025 12:00,pH-Wert,7.8,ohne,2025-10-09T13:00:54.517583Z
Blankenese,09.10.2025 12:00,Trübung,40.3,FNU,2025-10-09T13:00:54.517583Z
Blankenese,09.10.2025 12:00,Sauerstoffkonzentration,6.5,mg/l,2025-10-09T13:00:54.517583Z
Blankenese,09.10.2025 12:00,Sauerstoffsättigung,63.7,%,2025-10-09T13:00:54.517583Z
Blankenese,09.10.2025 12:00,Wassertemperatur,14.3,°C,2025-10-09T13:00:54.517583Z
Bunthaus,09.10.2025 15:30,Chlorophyll (gesamt),59.6,µg/l,2025-10-09T16:00:45.183715Z
Bunthaus,09.10.2025 15:30,Chlorophyll Grünalgen,27.3,µg/l,2025-10-09T16:00:45.183715Z
Bunthaus,09.10.2025 15:30,Chlorophyll Kieselalgen,27.3,µg/l,2025-10-09T16:00:45.183715Z
Bunthaus,09.10.2025 16:00,pH-Wert,8.0,ohne,2025-10-09T16:00:45.183715Z
Bunthaus,09.10.2025 16:00,Sauerstoffsättigung,101.1,%,2025-10-09T16:00:45.183715Z
Bunthaus,09.10.2025 16:00,Wassertemperatur,13.3,°C,2025-10-09T16:00:45.183715Z
Bunthaus,09.10.2025 16:00,Trübung,11.6,FNU,2025-10-09T16:00:45.183715Z
Bunthaus,09.10.2025 16:00,Sauerstoffkonzentration,10.5,mg/l,2025-10-09T16:00:45.183715Z
Blankenese,09.10.2025 16:00,Sauerstoffsättigung,63.1,%,2025-10-09T16:00:46.638570Z
Blankenese,09.10.2025 16:00,Wassertemperatur,14.4,°C,2025-10-09T16:00:46.638570Z
Blankenese,09.10.2025 16:00,Trübung,103.3,FNU,2025-10-09T16:00:46.638570Z
Blankenese,09.10.2025 16:00,pH-Wert,7.7,ohne,2025-10-09T16:00:46.638570Z
Blankenese,09.10.2025 16:00,Sauerstoffkonzentration,6.4,mg/l,2025-10-09T16:00:46.638570Z
Bunthaus,09.10.2025 15:30,Chlorophyll (gesamt),59.6,µg/l,2025-10-09T19:00:25.161144Z
Bunthaus,09.10.2025 15:30,Chlorophyll Grünalgen,27.3,µg/l,2025-10-09T19:00:25.161144Z
Bunthaus,09.10.2025 15:30,Chlorophyll Kieselalgen,27.3,µg/l,2025-10-09T19:00:25.161144Z
Bunthaus,09.10.2025 16:00,pH-Wert,8.0,ohne,2025-10-09T19:00:25.161144Z
Bunthaus,09.10.2025 16:00,Sauerstoffsättigung,101.1,%,2025-10-09T19:00:25.161144Z
Bunthaus,09.10.2025 16:00,Wassertemperatur,13.3,°C,2025-10-09T19:00:25.161144Z
Bunthaus,09.10.2025 16:00,Trübung,11.6,FNU,2025-10-09T19:00:25.161144Z
Bunthaus,09.10.2025 16:00,Sauerstoffkonzentration,10.5,mg/l,2025-10-09T19:00:25.161144Z
Blankenese,09.10.2025 16:00,Sauerstoffsättigung,63.1,%,2025-10-09T19:00:25.919736Z
Blankenese,09.10.2025 16:00,Wassertemperatur,14.4,°C,2025-10-09T19:00:25.919736Z
Blankenese,09.10.2025 16:00,Trübung,103.3,FNU,2025-10-09T19:00:25.919736Z
Blankenese,09.10.2025 16:00,pH-Wert,7.7,ohne,2025-10-09T19:00:25.919736Z
Blankenese,09.10.2025 16:00,Sauerstoffkonzentration,6.4,mg/l,2025-10-09T19:00:25.919736Z
Bunthaus,09.10.2025 15:30,Chlorophyll (gesamt),59.6,µg/l,2025-10-09T22:01:34.112497Z
Bunthaus,09.10.2025 15:30,Chlorophyll Grünalgen,27.3,µg/l,2025-10-09T22:01:34.112497Z
Bunthaus,09.10.2025 15:30,Chlorophyll Kieselalgen,27.3,µg/l,2025-10-09T22:01:34.112497Z
Bunthaus,09.10.2025 16:00,pH-Wert,8.0,ohne,2025-10-09T22:01:34.112497Z
Bunthaus,09.10.2025 16:00,Sauerstoffsättigung,101.1,%,2025-10-09T22:01:34.112497Z
Bunthaus,09.10.2025 16:00,Wassertemperatur,13.3,°C,2025-10-09T22:01:34.112497Z
Bunthaus,09.10.2025 16:00,Trübung,11.6,FNU,2025-10-09T22:01:34.112497Z
Bunthaus,09.10.2025 16:00,Sauerstoffkonzentration,10.5,mg/l,2025-10-09T22:01:34.112497Z
Blankenese,09.10.2025 16:00,Sauerstoffsättigung,63.1,%,2025-10-09T22:01:35.217098Z
Blankenese,09.10.2025 16:00,Wassertemperatur,14.4,°C,2025-10-09T22:01:35.217098Z
Blankenese,09.10.2025 16:00,Trübung,103.3,FNU,2025-10-09T22:01:35.217098Z
Blankenese,09.10.2025 16:00,pH-Wert,7.7,ohne,2025-10-09T22:01:35.217098Z
Blankenese,09.10.2025 16:00,Sauerstoffkonzentration,6.4,mg/l,2025-10-09T22:01:35.217098Z
Bunthaus,09.10.2025 15:30,Chlorophyll (gesamt),59.6,µg/l,2025-10-10T04:02:08.792595Z
Bunthaus,09.10.2025 15:30,Chlorophyll Grünalgen,27.3,µg/l,2025-10-10T04:02:08.792595Z
Bunthaus,09.10.2025 15:30,Chlorophyll Kieselalgen,27.3,µg/l,2025-10-10T04:02:08.792595Z
Bunthaus,09.10.2025 16:00,pH-Wert,8.0,ohne,2025-10-10T04:02:08.792595Z
Bunthaus,09.10.2025 16:00,Sauerstoffsättigung,101.1,%,2025-10-10T04:02:08.792595Z
Bunthaus,09.10.2025 16:00,Wassertemperatur,13.3,°C,2025-10-10T04:02:08.792595Z
Bunthaus,09.10.2025 16:00,Trübung,11.6,FNU,2025-10-10T04:02:08.792595Z
Bunthaus,09.10.2025 16:00,Sauerstoffkonzentration,10.5,mg/l,2025-10-10T04:02:08.792595Z
Blankenese,09.10.2025 16:00,Sauerstoffsättigung,63.1,%,2025-10-10T04:02:09.191047Z
Blankenese,09.10.2025 16:00,Wassertemperatur,14.4,°C,2025-10-10T04:02:09.191047Z
Blankenese,09.10.2025 16:00,Trübung,103.3,FNU,2025-10-10T04:02:09.191047Z
Blankenese,09.10.2025 16:00,pH-Wert,7.7,ohne,2025-10-10T04:02:09.191047Z
Blankenese,09.10.2025 16:00,Sauerstoffkonzentration,6.4,mg/l,2025-10-10T04:02:09.191047Z
Bunthaus,10.10.2025 06:50,Chlorophyll (gesamt),37.1,µg/l,2025-10-10T07:00:34.093218Z
Bunthaus,10.10.2025 06:50,Chlorophyll Kieselalgen,12.0,µg/l,2025-10-10T07:00:34.093218Z
Bunthaus,10.10.2025 06:50,Chlorophyll Grünalgen,19.8,µg/l,2025-10-10T07:00:34.093218Z
Bunthaus,10.10.2025 07:00,Trübung,22.6,FNU,2025-10-10T07:00:34.093218Z
Bunthaus,10.10.2025 07:00,Wassertemperatur,13.5,°C,2025-10-10T07:00:34.093218Z
Bunthaus,10.10.2025 07:00,pH-Wert,7.8,ohne,2025-10-10T07:00:34.093218Z
Bunthaus,10.10.2025 07:00,Sauerstoffkonzentration,9.1,mg/l,2025-10-10T07:00:34.093218Z
Bunthaus,10.10.2025 07:00,Sauerstoffsättigung,87.4,%,2025-10-10T07:00:34.093218Z
Blankenese,10.10.2025 07:00,Sauerstoffkonzentration,6.4,mg/l,2025-10-10T07:00:34.543741Z
Blankenese,10.10.2025 07:00,Trübung,38.7,FNU,2025-10-10T07:00:34.543741Z
Blankenese,10.10.2025 07:00,Sauerstoffsättigung,63.6,%,2025-10-10T07:00:34.543741Z
Blankenese,10.10.2025 07:00,Wassertemperatur,14.4,°C,2025-10-10T07:00:34.543741Z
Blankenese,10.10.2025 07:00,pH-Wert,7.7,ohne,2025-10-10T07:00:34.543741Z
Bunthaus,10.10.2025 06:50,Chlorophyll (gesamt),37.1,µg/l,2025-10-10T10:01:10.903820Z
Bunthaus,10.10.2025 06:50,Chlorophyll Kieselalgen,12.0,µg/l,2025-10-10T10:01:10.903820Z
Bunthaus,10.10.2025 06:50,Chlorophyll Grünalgen,19.8,µg/l,2025-10-10T10:01:10.903820Z
Bunthaus,10.10.2025 07:00,Trübung,22.6,FNU,2025-10-10T10:01:10.903820Z
Bunthaus,10.10.2025 07:00,Wassertemperatur,13.5,°C,2025-10-10T10:01:10.903820Z
Bunthaus,10.10.2025 07:00,pH-Wert,7.8,ohne,2025-10-10T10:01:10.903820Z
Bunthaus,10.10.2025 07:00,Sauerstoffkonzentration,9.1,mg/l,2025-10-10T10:01:10.903820Z
Bunthaus,10.10.2025 07:00,Sauerstoffsättigung,87.4,%,2025-10-10T10:01:10.903820Z
Blankenese,10.10.2025 07:00,Sauerstoffkonzentration,6.4,mg/l,2025-10-10T10:01:12.011666Z
Blankenese,10.10.2025 07:00,Trübung,38.7,FNU,2025-10-10T10:01:12.011666Z
Blankenese,10.10.2025 07:00,Sauerstoffsättigung,63.6,%,2025-10-10T10:01:12.011666Z
Blankenese,10.10.2025 07:00,Wassertemperatur,14.4,°C,2025-10-10T10:01:12.011666Z
Blankenese,10.10.2025 07:00,pH-Wert,7.7,ohne,2025-10-10T10:01:12.011666Z
Bunthaus,10.10.2025 11:10,Chlorophyll Grünalgen,22.9,µg/l,2025-10-10T13:00:43.584130Z
Bunthaus,10.10.2025 11:10,Chlorophyll (gesamt),46.4,µg/l,2025-10-10T13:00:43.584130Z
Bunthaus,10.10.2025 11:10,Chlorophyll Kieselalgen,17.8,µg/l,2025-10-10T13:00:43.584130Z
Bunthaus,10.10.2025 12:00,Trübung,11.7,FNU,2025-10-10T13:00:43.584130Z
Bunthaus,10.10.2025 12:00,Sauerstoffkonzentration,10.0,mg/l,2025-10-10T13:00:43.584130Z
Bunthaus,10.10.2025 12:00,pH-Wert,7.9,ohne,2025-10-10T13:00:43.584130Z
Bunthaus,10.10.2025 12:00,Wassertemperatur,13.3,°C,2025-10-10T13:00:43.584130Z
Bunthaus,10.10.2025 12:00,Sauerstoffsättigung,95.9,%,2025-10-10T13:00:43.584130Z
Blankenese,10.10.2025 12:00,pH-Wert,7.7,ohne,2025-10-10T13:00:44.695482Z
Blankenese,10.10.2025 12:00,Wassertemperatur,14.2,°C,2025-10-10T13:00:44.695482Z
Blankenese,10.10.2025 12:00,Sauerstoffkonzentration,6.6,mg/l,2025-10-10T13:00:44.695482Z
Blankenese,10.10.2025 12:00,Trübung,58.3,FNU,2025-10-10T13:00:44.695482Z
Blankenese,10.10.2025 12:00,Sauerstoffsättigung,64.8,%,2025-10-10T13:00:44.695482Z
Bunthaus,10.10.2025 15:40,Chlorophyll (gesamt),54.3,µg/l,2025-10-10T16:01:35.520959Z
Bunthaus,10.10.2025 15:40,Chlorophyll Kieselalgen,23.5,µg/l,2025-10-10T16:01:35.520959Z
Bunthaus,10.10.2025 15:40,Chlorophyll Grünalgen,25.7,µg/l,2025-10-10T16:01:35.520959Z
Bunthaus,10.10.2025 16:00,Trübung,11.0,FNU,2025-10-10T16:01:35.520959Z
Bunthaus,10.10.2025 16:00,Sauerstoffkonzentration,10.4,mg/l,2025-10-10T16:01:35.520959Z
Bunthaus,10.10.2025 16:00,Wassertemperatur,13.6,°C,2025-10-10T16:01:35.520959Z
Bunthaus,10.10.2025 16:00,pH-Wert,8.0,ohne,2025-10-10T16:01:35.520959Z
Bunthaus,10.10.2025 16:00,Sauerstoffsättigung,100.8,%,2025-10-10T16:01:35.520959Z
Blankenese,10.10.2025 16:00,pH-Wert,7.7,ohne,2025-10-10T16:01:36.554717Z
Blankenese,10.10.2025 16:00,Sauerstoffkonzentration,6.5,mg/l,2025-10-10T16:01:36.554717Z
Blankenese,10.10.2025 16:00,Trübung,72.8,FNU,2025-10-10T16:01:36.554717Z
Blankenese,10.10.2025 16:00,Wassertemperatur,14.2,°C,2025-10-10T16:01:36.554717Z
Blankenese,10.10.2025 16:00,Sauerstoffsättigung,64.3,%,2025-10-10T16:01:36.554717Z
Bunthaus,10.10.2025 15:40,Chlorophyll (gesamt),54.3,µg/l,2025-10-10T22:01:09.280415Z
Bunthaus,10.10.2025 15:40,Chlorophyll Kieselalgen,23.5,µg/l,2025-10-10T22:01:09.280415Z
Bunthaus,10.10.2025 15:40,Chlorophyll Grünalgen,25.7,µg/l,2025-10-10T22:01:09.280415Z
Bunthaus,10.10.2025 16:00,Trübung,11.0,FNU,2025-10-10T22:01:09.280415Z
Bunthaus,10.10.2025 16:00,Sauerstoffkonzentration,10.4,mg/l,2025-10-10T22:01:09.280415Z
Bunthaus,10.10.2025 16:00,Wassertemperatur,13.6,°C,2025-10-10T22:01:09.280415Z
Bunthaus,10.10.2025 16:00,pH-Wert,8.0,ohne,2025-10-10T22:01:09.280415Z
Bunthaus,10.10.2025 16:00,Sauerstoffsättigung,100.8,%,2025-10-10T22:01:09.280415Z
Blankenese,10.10.2025 16:00,pH-Wert,7.7,ohne,2025-10-10T22:01:10.603662Z
Blankenese,10.10.2025 16:00,Sauerstoffkonzentration,6.5,mg/l,2025-10-10T22:01:10.603662Z
Blankenese,10.10.2025 16:00,Trübung,72.8,FNU,2025-10-10T22:01:10.603662Z
Blankenese,10.10.2025 16:00,Wassertemperatur,14.2,°C,2025-10-10T22:01:10.603662Z
Blankenese,10.10.2025 16:00,Sauerstoffsättigung,64.3,%,2025-10-10T22:01:10.603662Z
Bunthaus,10.10.2025 15:40,Chlorophyll (gesamt),54.3,µg/l,2025-10-11T01:01:00.334347Z
Bunthaus,10.10.2025 15:40,Chlorophyll Kieselalgen,23.5,µg/l,2025-10-11T01:01:00.334347Z
Bunthaus,10.10.2025 15:40,Chlorophyll Grünalgen,25.7,µg/l,2025-10-11T01:01:00.334347Z
Bunthaus,10.10.2025 16:00,Trübung,11.0,FNU,2025-10-11T01:01:00.334347Z
Bunthaus,10.10.2025 16:00,Sauerstoffkonzentration,10.4,mg/l,2025-10-11T01:01:00.334347Z
Bunthaus,10.10.2025 16:00,Wassertemperatur,13.6,°C,2025-10-11T01:01:00.334347Z
Bunthaus,10.10.2025 16:00,pH-Wert,8.0,ohne,2025-10-11T01:01:00.334347Z
Bunthaus,10.10.2025 16:00,Sauerstoffsättigung,100.8,%,2025-10-11T01:01:00.334347Z
Blankenese,10.10.2025 16:00,pH-Wert,7.7,ohne,2025-10-11T01:01:01.088879Z
Blankenese,10.10.2025 16:00,Sauerstoffkonzentration,6.5,mg/l,2025-10-11T01:01:01.088879Z
Blankenese,10.10.2025 16:00,Trübung,72.8,FNU,2025-10-11T01:01:01.088879Z
Blankenese,10.10.2025 16:00,Wassertemperatur,14.2,°C,2025-10-11T01:01:01.088879Z
Blankenese,10.10.2025 16:00,Sauerstoffsättigung,64.3,%,2025-10-11T01:01:01.088879Z
Bunthaus,10.10.2025 15:40,Chlorophyll (gesamt),54.3,µg/l,2025-10-11T04:01:30.601137Z
Bunthaus,10.10.2025 15:40,Chlorophyll Kieselalgen,23.5,µg/l,2025-10-11T04:01:30.601137Z
Bunthaus,10.10.2025 15:40,Chlorophyll Grünalgen,25.7,µg/l,2025-10-11T04:01:30.601137Z
Bunthaus,10.10.2025 16:00,Trübung,11.0,FNU,2025-10-11T04:01:30.601137Z
Bunthaus,10.10.2025 16:00,Sauerstoffkonzentration,10.4,mg/l,2025-10-11T04:01:30.601137Z
Bunthaus,10.10.2025 16:00,Wassertemperatur,13.6,°C,2025-10-11T04:01:30.601137Z
Bunthaus,10.10.2025 16:00,pH-Wert,8.0,ohne,2025-10-11T04:01:30.601137Z
Bunthaus,10.10.2025 16:00,Sauerstoffsättigung,100.8,%,2025-10-11T04:01:30.601137Z
Blankenese,10.10.2025 16:00,pH-Wert,7.7,ohne,2025-10-11T04:01:32.180259Z
Blankenese,10.10.2025 16:00,Sauerstoffkonzentration,6.5,mg/l,2025-10-11T04:01:32.180259Z
Blankenese,10.10.2025 16:00,Trübung,72.8,FNU,2025-10-11T04:01:32.180259Z
Blankenese,10.10.2025 16:00,Wassertemperatur,14.2,°C,2025-10-11T04:01:32.180259Z
Blankenese,10.10.2025 16:00,Sauerstoffsättigung,64.3,%,2025-10-11T04:01:32.180259Z
Bunthaus,11.10.2025 07:00,Sauerstoffsättigung,94.5,%,2025-10-11T07:01:20.874367Z
Bunthaus,11.10.2025 07:00,Sauerstoffkonzentration,9.8,mg/l,2025-10-11T07:01:20.874367Z
Bunthaus,11.10.2025 07:00,Chlorophyll Kieselalgen,17.9,µg/l,2025-10-11T07:01:20.874367Z
Bunthaus,11.10.2025 07:00,Chlorophyll Grünalgen,23.8,µg/l,2025-10-11T07:01:20.874367Z
Bunthaus,11.10.2025 07:00,Chlorophyll (gesamt),47.4,µg/l,2025-10-11T07:01:20.874367Z
Bunthaus,11.10.2025 07:00,Wassertemperatur,13.6,°C,2025-10-11T07:01:20.874367Z
Bunthaus,11.10.2025 07:00,Trübung,15.5,FNU,2025-10-11T07:01:20.874367Z
Bunthaus,11.10.2025 07:00,pH-Wert,7.9,ohne,2025-10-11T07:01:20.874367Z
Blankenese,11.10.2025 07:00,Wassertemperatur,14.3,°C,2025-10-11T07:01:22.224934Z
Blankenese,11.10.2025 07:00,Sauerstoffkonzentration,6.6,mg/l,2025-10-11T07:01:22.224934Z
Blankenese,11.10.2025 07:00,Trübung,96.0,FNU,2025-10-11T07:01:22.224934Z
Blankenese,11.10.2025 07:00,pH-Wert,7.7,ohne,2025-10-11T07:01:22.224934Z
Blankenese,11.10.2025 07:00,Sauerstoffsättigung,65.2,%,2025-10-11T07:01:22.224934Z
Bunthaus,11.10.2025 07:00,Sauerstoffsättigung,94.5,%,2025-10-11T10:01:01.473028Z
Bunthaus,11.10.2025 07:00,Sauerstoffkonzentration,9.8,mg/l,2025-10-11T10:01:01.473028Z
Bunthaus,11.10.2025 07:00,Chlorophyll Kieselalgen,17.9,µg/l,2025-10-11T10:01:01.473028Z
Bunthaus,11.10.2025 07:00,Chlorophyll Grünalgen,23.8,µg/l,2025-10-11T10:01:01.473028Z
Bunthaus,11.10.2025 07:00,Chlorophyll (gesamt),47.4,µg/l,2025-10-11T10:01:01.473028Z
Bunthaus,11.10.2025 07:00,Wassertemperatur,13.6,°C,2025-10-11T10:01:01.473028Z
Bunthaus,11.10.2025 07:00,Trübung,15.5,FNU,2025-10-11T10:01:01.473028Z
Bunthaus,11.10.2025 07:00,pH-Wert,7.9,ohne,2025-10-11T10:01:01.473028Z
Blankenese,11.10.2025 07:00,Wassertemperatur,14.3,°C,2025-10-11T10:01:02.452019Z
Blankenese,11.10.2025 07:00,Sauerstoffkonzentration,6.6,mg/l,2025-10-11T10:01:02.452019Z
Blankenese,11.10.2025 07:00,Trübung,96.0,FNU,2025-10-11T10:01:02.452019Z
Blankenese,11.10.2025 07:00,pH-Wert,7.7,ohne,2025-10-11T10:01:02.452019Z
Blankenese,11.10.2025 07:00,Sauerstoffsättigung,65.2,%,2025-10-11T10:01:02.452019Z
Bunthaus,11.10.2025 11:20,Chlorophyll Kieselalgen,16.5,µg/l,2025-10-11T13:01:30.020905Z
Bunthaus,11.10.2025 11:20,Chlorophyll Grünalgen,22.2,µg/l,2025-10-11T13:01:30.020905Z
Bunthaus,11.10.2025 11:20,Chlorophyll (gesamt),43.8,µg/l,2025-10-11T13:01:30.020905Z
